County,Agency,Sworn,Reserve,Dispatcher,Total,Year,Snapshot,SourceFile,Full-Time Sworn
MERCED COUNTY,MERCED CCD PD,4.0,0,0,4,2013,Jan,01-2013_clean.csv,
MERCED COUNTY,MERCED COUNTY DA,10.0,0,0,10,2013,Jan,01-2013_clean.csv,
MERCED COUNTY,MERCED COUNTY SD,104.0,27,12,143,2013,Jan,01-2013_clean.csv,
MERCED COUNTY,MERCED PD,88.0,17,15,120,2013,Jan,01-2013_clean.csv,
MERCED COUNTY,UC MERCED PD,11.0,0,6,17,2013,Jan,01-2013_clean.csv,
MODOC COUNTY,ALTURAS PD,6.0,0,0,6,2013,Jan,01-2013_clean.csv,
MODOC COUNTY,MODOC COUNTY DA,1.0,0,0,1,2013,Jan,01-2013_clean.csv,
MODOC COUNTY,MODOC COUNTY SD,14.0,0,4,18,2013,Jan,01-2013_clean.csv,
MONO COUNTY,MAMMOTH LAKES PD,17.0,0,0,17,2013,Jan,01-2013_clean.csv,
MONO COUNTY,MONO COUNTY DA,2.0,0,0,2,2013,Jan,01-2013_clean.csv,
MONO COUNTY,MONO COUNTY SD,26.0,1,18,45,2013,Jan,01-2013_clean.csv,
MONTEREY COUNTY,CARMEL PD,14.0,4,5,23,2013,Jan,01-2013_clean.csv,
MONTEREY COUNTY,CSU MONTEREY BAY PD,15.0,0,0,15,2013,Jan,01-2013_clean.csv,
MONTEREY COUNTY,DEL REY OAKS PD,5.0,12,0,17,2013,Jan,01-2013_clean.csv,
MONTEREY COUNTY,GONZALES PD,11.0,2,0,13,2013,Jan,01-2013_clean.csv,
MONTEREY COUNTY,GREENFIELD PD,14.0,0,0,14,2013,Jan,01-2013_clean.csv,
MONTEREY COUNTY,KING CITY PD,15.0,2,0,17,2013,Jan,01-2013_clean.csv,
MONTEREY COUNTY,MARINA PD,34.0,5,0,39,2013,Jan,01-2013_clean.csv,
MONTEREY COUNTY,MONTEREY COUNTY DA,23.0,0,0,23,2013,Jan,01-2013_clean.csv,
MONTEREY COUNTY,MONTEREY COUNTY EMER COMM,0.0,0,55,55,2013,Jan,01-2013_clean.csv,
MONTEREY COUNTY,MONTEREY COUNTY SHERIFF'S OFFICE,287.0,5,0,292,2013,Jan,01-2013_clean.csv,
MONTEREY COUNTY,MONTEREY PD,48.0,0,0,48,2013,Jan,01-2013_clean.csv,
MONTEREY COUNTY,MONTEREY REG AIRPORT DIST PD,7.0,0,0,7,2013,Jan,01-2013_clean.csv,
MONTEREY COUNTY,PACIFIC GROVE PD,16.0,4,0,20,2013,Jan,01-2013_clean.csv,
MONTEREY COUNTY,SALINAS PD,148.0,14,0,162,2013,Jan,01-2013_clean.csv,
MONTEREY COUNTY,SAND CITY PD,10.0,2,0,12,2013,Jan,01-2013_clean.csv,
MONTEREY COUNTY,SEASIDE PD,37.0,4,0,41,2013,Jan,01-2013_clean.csv,
MONTEREY COUNTY,SOLEDAD PD,16.0,8,0,24,2013,Jan,01-2013_clean.csv,
NAPA COUNTY,CALISTOGA PD,8.0,2,3,13,2013,Jan,01-2013_clean.csv,
NAPA COUNTY,NAPA COUNTY DA,8.0,0,0,8,2013,Jan,01-2013_clean.csv,
NAPA COUNTY,NAPA COUNTY SD,99.0,0,0,99,2013,Jan,01-2013_clean.csv,
NAPA COUNTY,NAPA PD,67.0,0,23,90,2013,Jan,01-2013_clean.csv,
NAPA COUNTY,NAPA VALLEY COLLEGE DPS,4.0,0,0,4,2013,Jan,01-2013_clean.csv,
NAPA COUNTY,NAPA VALLEY RR PD,1.0,0,0,1,2013,Jan,01-2013_clean.csv,
NAPA COUNTY,SAINT HELENA PD,11.0,1,5,17,2013,Jan,01-2013_clean.csv,
NEVADA COUNTY,GRASS VALLEY PD,21.0,8,0,29,2013,Jan,01-2013_clean.csv,
NEVADA COUNTY,NEVADA CITY PD,10.0,3,0,13,2013,Jan,01-2013_clean.csv,
NEVADA COUNTY,NEVADA COUNTY DA,3.0,0,0,3,2013,Jan,01-2013_clean.csv,
NEVADA COUNTY,NEVADA COUNTY SD,66.0,9,14,89,2013,Jan,01-2013_clean.csv,
NEVADA COUNTY,TRUCKEE PD,22.0,4,0,26,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,ANAHEIM PD,347.0,8,30,385,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,BREA PD,61.0,0,15,76,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,BUENA PARK PD,83.0,8,12,103,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,COSTA MESA PD,125.0,6,23,154,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,CSU FULLERTON PD,26.0,0,8,34,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,CYPRESS PD,54.0,0,0,54,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,FOUNTAIN VALLEY PD,58.0,1,9,68,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,FULLERTON PD,139.0,13,18,170,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,GARDEN GROVE PD,153.0,24,18,195,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,HUNTINGTON BEACH PD,194.0,9,28,231,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,IRVINE PD,198.0,5,20,223,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,IRVINE VALLEY CCD PD,3.0,0,2,5,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,LA HABRA PD,66.0,12,10,88,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,LA PALMA PD,23.0,6,7,36,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,LAGUNA BEACH PD,44.0,6,11,61,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,LOS ALAMITOS PD,21.0,3,0,24,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,NEWPORT BEACH PD,136.0,10,19,165,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,ORANGE COUNTY DA,128.0,0,0,128,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,ORANGE COUNTY DA WELFARE/FRAUD INV,31.0,0,0,31,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,ORANGE COUNTY SD/CORONER,1864.0,218,66,2148,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,ORANGE PD,148.0,11,16,175,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,PLACENTIA PD,46.0,7,13,66,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,SADDLEBACK CCD PD,8.0,0,0,8,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,SANTA ANA PD,324.0,19,29,372,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,SANTA ANA UNIF SCHL DIST PD,24.0,3,0,27,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,SEAL BEACH PD,31.0,5,0,36,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,TUSTIN PD,86.0,7,14,107,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,UC IRVINE PD,29.0,0,8,37,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,WEST CITIES COMM CTR,0.0,0,24,24,2013,Jan,01-2013_clean.csv,
ORANGE COUNTY,WESTMINSTER PD,87.0,6,14,107,2013,Jan,01-2013_clean.csv,
PLACER COUNTY,AUBURN PD,20.0,7,6,33,2013,Jan,01-2013_clean.csv,
PLACER COUNTY,LINCOLN PD,20.0,4,5,29,2013,Jan,01-2013_clean.csv,
PLACER COUNTY,PLACER COUNTY DA,9.0,0,0,9,2013,Jan,01-2013_clean.csv,
PLACER COUNTY,PLACER COUNTY SD,228.0,72,31,331,2013,Jan,01-2013_clean.csv,
PLACER COUNTY,ROCKLIN PD,52.0,10,17,79,2013,Jan,01-2013_clean.csv,
PLACER COUNTY,ROSEVILLE PD,120.0,3,23,146,2013,Jan,01-2013_clean.csv,
PLACER COUNTY,SIERRA COLLEGE PD (OBS),3.0,0,0,3,2013,Jan,01-2013_clean.csv,
PLUMAS COUNTY,PLUMAS COUNTY SD,29.0,14,9,52,2013,Jan,01-2013_clean.csv,
RIVERSIDE COUNTY,BANNING PD,27.0,1,9,37,2013,Jan,01-2013_clean.csv,
RIVERSIDE COUNTY,BEAUMONT PD,51.0,0,13,64,2013,Jan,01-2013_clean.csv,
RIVERSIDE COUNTY,BLYTHE PD,22.0,2,8,32,2013,Jan,01-2013_clean.csv,
RIVERSIDE COUNTY,CATHEDRAL CITY PD,45.0,21,17,83,2013,Jan,01-2013_clean.csv,
RIVERSIDE COUNTY,CORONA PD,148.0,2,23,173,2013,Jan,01-2013_clean.csv,
RIVERSIDE COUNTY,DESERT HOT SPRINGS PD,31.0,1,1,33,2013,Jan,01-2013_clean.csv,
RIVERSIDE COUNTY,HEMET PD,54.0,0,18,72,2013,Jan,01-2013_clean.csv,
RIVERSIDE COUNTY,INDIO PD,63.0,3,16,82,2013,Jan,01-2013_clean.csv,
RIVERSIDE COUNTY,MOUNT SAN JACINTO CCD PD,3.0,0,0,3,2013,Jan,01-2013_clean.csv,
RIVERSIDE COUNTY,MURRIETA PD,85.0,4,20,109,2013,Jan,01-2013_clean.csv,
RIVERSIDE COUNTY,PALM SPRINGS PD,87.0,14,16,117,2013,Jan,01-2013_clean.csv,
RIVERSIDE COUNTY,RIVERSIDE CCD PD,19.0,9,0,28,2013,Jan,01-2013_clean.csv,
RIVERSIDE COUNTY,RIVERSIDE COUNTY DA,110.0,0,2,112,2013,Jan,01-2013_clean.csv,
RIVERSIDE COUNTY,RIVERSIDE COUNTY PUBLIC SOCIAL SER,27.0,0,0,27,2013,Jan,01-2013_clean.csv,
RIVERSIDE COUNTY,RIVERSIDE COUNTY SD,1985.0,59,158,2202,2013,Jan,01-2013_clean.csv,
RIVERSIDE COUNTY,RIVERSIDE PD,366.0,0,54,420,2013,Jan,01-2013_clean.csv,
RIVERSIDE COUNTY,UC RIVERSIDE PD,28.0,0,8,36,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA ALCOHOLIC BEVERAGE CONTROL,184.0,0,0,184,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA ASSEMBLY SGT AT ARMS LEGIS,20.0,0,0,20,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF DEN BD,16.0,0,0,16,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF INVEST,54.0,0,0,54,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA DEPT CONSUMER AFF MED BD,91.0,0,0,91,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA DEPT DEVELOPMENTAL OPS,87.0,0,0,87,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA DEPT EMPLOYMENT DEVELOPMENT,42.0,0,0,42,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA DEPT FISH & GAME,364.0,6,0,370,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA DEPT HEALTH CARE SVCS,121.0,0,0,121,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA DEPT INSURANCE FRAUD,216.0,0,0,216,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA DEPT JUSTICE,278.0,0,0,278,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA DEPT MOTOR VEHICLES,207.0,0,0,207,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA DEPT PARKS & RECREATION,636.0,0,72,708,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA DEPT PUB HEALTH FOOD/DRUG,101.0,0,0,101,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA DEPT SOCIAL SERVICES,58.0,0,0,58,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA DEPT STATE HOSPITALS,26.0,0,0,26,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA DEPT TOXIC SUBSTANCES CNTL,12.0,0,0,12,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA FRANCHISE TAX BOARD,41.0,0,0,41,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA HIGHWAY PATROL,7445.0,0,1002,8447,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA HORSE RACING BOARD,9.0,0,0,9,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA SECRETARY OF STATE OFC INV,7.0,0,0,7,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA STATE CONTROLLER - INVEST,1.0,0,0,1,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA STATE FAIR PD,2.0,0,0,2,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CA STATE LOTTERY,27.0,0,0,27,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CAL - EMA,6.0,0,0,6,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CAL FIRE,181.0,0,0,181,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CITRUS HEIGHTS PD,85.0,15,19,119,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,CSU SACRAMENTO DPS,24.0,0,5,29,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,ELK GROVE PD,127.0,10,22,159,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,FOLSOM PD,73.0,7,17,97,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,GALT PD,31.0,2,8,41,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,LOS RIOS CCD PD,31.0,3,0,34,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,SACRAMENTO COUNTY CORONER,14.0,0,0,14,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,SACRAMENTO COUNTY DA,38.0,0,0,38,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,SACRAMENTO COUNTY HUMAN ASST INV,22.0,0,0,22,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,SACRAMENTO COUNTY REG PARKS DEPT,15.0,0,0,15,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,SACRAMENTO COUNTY SD,1213.0,409,58,1680,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,SACRAMENTO PD,629.0,73,77,779,2013,Jan,01-2013_clean.csv,
SACRAMENTO COUNTY,TWIN RIVERS USD PD,22.0,5,4,31,2013,Jan,01-2013_clean.csv,
SAN BENITO COUNTY,HOLLISTER PD,21.0,1,0,22,2013,Jan,01-2013_clean.csv,
SAN BENITO COUNTY,SAN BENITO COUNTY DA,2.0,0,0,2,2013,Jan,01-2013_clean.csv,
SAN BENITO COUNTY,SAN BENITO COUNTY SD,21.0,3,0,24,2013,Jan,01-2013_clean.csv,
SAN BERNARDINO COUNTY,BARSTOW PD,38.0,6,7,51,2013,Jan,01-2013_clean.csv,
SAN BERNARDINO COUNTY,CHINO PD,96.0,1,19,116,2013,Jan,01-2013_clean.csv,
SAN BERNARDINO COUNTY,COLTON PD,45.0,0,9,54,2013,Jan,01-2013_clean.csv,
SAN BERNARDINO COUNTY,CSU SAN BERNARDINO DPS,15.0,0,13,28,2013,Jan,01-2013_clean.csv,
SAN BERNARDINO COUNTY,FONTANA PD,169.0,3,27,199,2013,Jan,01-2013_clean.csv,
SAN BERNARDINO COUNTY,FONTANA UNIFIED SCHOOL DIST,15.0,0,8,23,2013,Jan,01-2013_clean.csv,
SAN BERNARDINO COUNTY,HESPERIA UNIFIED SCHOOL DIST,4.0,0,0,4,2013,Jan,01-2013_clean.csv,
SAN BERNARDINO COUNTY,MONTCLAIR PD,50.0,7,8,65,2013,Jan,01-2013_clean.csv,
SAN BERNARDINO COUNTY,ONTARIO PD,224.0,7,43,274,2013,Jan,01-2013_clean.csv,
SAN BERNARDINO COUNTY,REDLANDS PD,79.0,10,14,103,2013,Jan,01-2013_clean.csv,
SAN BERNARDINO COUNTY,RIALTO PD,94.0,3,14,111,2013,Jan,01-2013_clean.csv,
SAN BERNARDINO COUNTY,SAN BERNARDINO CCD PD,8.0,0,0,8,2013,Jan,01-2013_clean.csv,
SAN BERNARDINO COUNTY,SAN BERNARDINO COUNTY DA,44.0,0,0,44,2013,Jan,01-2013_clean.csv,
SAN BERNARDINO COUNTY,SAN BERNARDINO COUNTY SD,1730.0,215,149,2094,2013,Jan,01-2013_clean.csv,
SAN BERNARDINO COUNTY,SAN BERNARDINO PD,268.0,24,39,331,2013,Jan,01-2013_clean.csv,
SAN BERNARDINO COUNTY,SAN BERNARDINO UNIF SCHL DIST,24.0,2,6,32,2013,Jan,01-2013_clean.csv,
SAN BERNARDINO COUNTY,SNOWLINE JOINT UNIF SCHL DIST,3.0,2,0,5,2013,Jan,01-2013_clean.csv,
SAN BERNARDINO COUNTY,UPLAND PD,69.0,9,17,95,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,CARLSBAD PD,107.0,3,17,127,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,CHULA VISTA PD,213.0,9,23,245,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,CORONADO PD,42.0,2,8,52,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,CSU SAN DIEGO DPS,21.0,0,10,31,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,CSU SAN MARCOS DPS,15.0,0,6,21,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,EL CAJON PD,110.0,19,21,150,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,ESCONDIDO PD,147.0,12,22,181,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,GROSSMONT-CUYAMACA CCD PD,8.0,0,0,8,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,LA MESA PD,65.0,2,15,82,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,MIRA COSTA CCD PD,9.0,0,4,13,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,NATIONAL CITY PD,82.0,9,14,105,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,OCEANSIDE PD,203.0,2,30,235,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,PALOMAR CCD PD,10.0,0,0,10,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,SAN DIEGO CCD PD,38.0,0,8,46,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,SAN DIEGO CITY SCHOOLS PD,39.0,0,9,48,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,SAN DIEGO COUNTY DA,192.0,0,0,192,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,SAN DIEGO COUNTY SD,2323.0,114,120,2557,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,"SAN DIEGO HARBOR PD, PORT OF",126.0,0,14,140,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,SAN DIEGO PD,1831.0,38,157,2026,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,SOUTHWESTERN CCD PD,10.0,0,0,10,2013,Jan,01-2013_clean.csv,
SAN DIEGO COUNTY,UC SAN DIEGO PD,32.0,0,9,41,2013,Jan,01-2013_clean.csv,
SAN FRANCISCO COUNTY,CSU SAN FRANCISCO PD,24.0,0,4,28,2013,Jan,01-2013_clean.csv,
SAN FRANCISCO COUNTY,SAN FRAN INT'L AIRPORT COMM,0.0,0,37,37,2013,Jan,01-2013_clean.csv,
SAN FRANCISCO COUNTY,SAN FRANCISCO CCD PD,28.0,0,0,28,2013,Jan,01-2013_clean.csv,
SAN FRANCISCO COUNTY,SAN FRANCISCO COUNTY DA,27.0,0,0,27,2013,Jan,01-2013_clean.csv,
SAN FRANCISCO COUNTY,SAN FRANCISCO COUNTY MED EXAM,10.0,0,0,10,2013,Jan,01-2013_clean.csv,
SAN FRANCISCO COUNTY,SAN FRANCISCO COUNTY SD,841.0,0,0,841,2013,Jan,01-2013_clean.csv,
SAN FRANCISCO COUNTY,SAN FRANCISCO DEPT EMER MGT,0.0,0,189,189,2013,Jan,01-2013_clean.csv,
SAN FRANCISCO COUNTY,SAN FRANCISCO MUNICIPAL RWY PD,3.0,0,0,3,2013,Jan,01-2013_clean.csv,
SAN FRANCISCO COUNTY,SAN FRANCISCO PD,2063.0,32,0,2095,2013,Jan,01-2013_clean.csv,
SAN FRANCISCO COUNTY,SUPREME COURT OF CALIFORNIA,1.0,0,0,1,2013,Jan,01-2013_clean.csv,
SAN FRANCISCO COUNTY,UC SAN FRANCISCO PD,46.0,0,8,54,2013,Jan,01-2013_clean.csv,
SAN JOAQUIN COUNTY,ESCALON PD,10.0,13,0,23,2013,Jan,01-2013_clean.csv,
SAN JOAQUIN COUNTY,LODI PD,68.0,4,22,94,2013,Jan,01-2013_clean.csv,
SAN JOAQUIN COUNTY,MANTECA PD,59.0,18,8,85,2013,Jan,01-2013_clean.csv,
SAN JOAQUIN COUNTY,RIPON PD,23.0,4,7,34,2013,Jan,01-2013_clean.csv,
SAN JOAQUIN COUNTY,SAN JOAQUIN COUNTY DA,21.0,0,0,21,2013,Jan,01-2013_clean.csv,
SAN JOAQUIN COUNTY,SAN JOAQUIN COUNTY SD,290.0,16,33,339,2013,Jan,01-2013_clean.csv,
SAN JOAQUIN COUNTY,SAN JOAQUIN DELTA COLLEGE PD,9.0,0,5,14,2013,Jan,01-2013_clean.csv,
SAN JOAQUIN COUNTY,STOCKTON PD,328.0,25,40,393,2013,Jan,01-2013_clean.csv,
SAN JOAQUIN COUNTY,STOCKTON UNIF SCHL DIST PD,22.0,0,7,29,2013,Jan,01-2013_clean.csv,
SAN JOAQUIN COUNTY,TRACY PD,76.0,0,15,91,2013,Jan,01-2013_clean.csv,
SAN LUIS OBISPO COUNTY,ARROYO GRANDE PD,23.0,3,7,33,2013,Jan,01-2013_clean.csv,
SAN LUIS OBISPO COUNTY,ATASCADERO PD,26.0,1,8,35,2013,Jan,01-2013_clean.csv,
SAN LUIS OBISPO COUNTY,CPSU SAN LUIS OBISPO PD,14.0,0,6,20,2013,Jan,01-2013_clean.csv,
SAN LUIS OBISPO COUNTY,CUESTA CCD DPS,6.0,0,0,6,2013,Jan,01-2013_clean.csv,
SAN LUIS OBISPO COUNTY,GROVER BEACH PD,16.0,2,8,26,2013,Jan,01-2013_clean.csv,
SAN LUIS OBISPO COUNTY,MORRO BAY PD,17.0,0,6,23,2013,Jan,01-2013_clean.csv,
SAN LUIS OBISPO COUNTY,PASO ROBLES PD,30.0,6,10,46,2013,Jan,01-2013_clean.csv,
SAN LUIS OBISPO COUNTY,PISMO BEACH PD,21.0,2,6,29,2013,Jan,01-2013_clean.csv,
SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO COUNTY DA,14.0,0,0,14,2013,Jan,01-2013_clean.csv,
SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO COUNTY SD,152.0,17,16,185,2013,Jan,01-2013_clean.csv,
SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO PD,57.0,0,13,70,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,ATHERTON PD,18.0,3,13,34,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,BELMONT PD,28.0,2,9,39,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,BRISBANE PD,12.0,0,0,12,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,BROADMOOR PD,8.0,24,0,32,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,BURLINGAME PD,36.0,5,18,59,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,COLMA PD,17.0,0,5,22,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,DALY CITY PD,108.0,1,19,128,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,EAST PALO ALTO PD,38.0,0,0,38,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,FOSTER CITY PD,35.0,5,12,52,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,HILLSBOROUGH PD,23.0,1,7,31,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,MENLO PARK PD,45.0,3,15,63,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,PACIFICA PD,32.0,7,0,39,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,REDWOOD CITY PD,97.0,10,12,119,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,SAN BRUNO PD,47.0,7,8,62,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,SAN MATEO COUNTY CORONER,9.0,0,0,9,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,SAN MATEO COUNTY DA,12.0,0,0,12,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,SAN MATEO COUNTY PUB SFTY COMM CTR,0.0,0,38,38,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,SAN MATEO COUNTY SD,317.0,47,0,364,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,SAN MATEO PD,104.0,5,18,127,2013,Jan,01-2013_clean.csv,
SAN MATEO COUNTY,SOUTH SAN FRANCISCO PD,77.0,14,16,107,2013,Jan,01-2013_clean.csv,
SANTA BARBARA COUNTY,ALLAN HANCOCK CCD PD,3.0,4,3,10,2013,Jan,01-2013_clean.csv,
SANTA BARBARA COUNTY,GUADALUPE PD,11.0,1,2,14,2013,Jan,01-2013_clean.csv,
SANTA BARBARA COUNTY,LOMPOC PD,49.0,4,13,66,2013,Jan,01-2013_clean.csv,
SANTA BARBARA COUNTY,SANTA BARBARA COUNTY DA,20.0,0,0,20,2013,Jan,01-2013_clean.csv,
SANTA BARBARA COUNTY,SANTA BARBARA COUNTY SD,249.0,32,30,311,2013,Jan,01-2013_clean.csv,
SANTA BARBARA COUNTY,SANTA BARBARA PD,133.0,10,16,159,2013,Jan,01-2013_clean.csv,
SANTA BARBARA COUNTY,SANTA MARIA PD,96.0,4,19,119,2013,Jan,01-2013_clean.csv,
SANTA BARBARA COUNTY,UC SANTA BARBARA PD,31.0,0,7,38,2013,Jan,01-2013_clean.csv,
SANTA CLARA COUNTY,CAMPBELL PD,41.0,14,13,68,2013,Jan,01-2013_clean.csv,
SANTA CLARA COUNTY,CSU SAN JOSE PD,28.0,0,7,35,2013,Jan,01-2013_clean.csv,
SANTA CLARA COUNTY,FOOTHILL-DEANZA CCD PD,10.0,0,0,10,2013,Jan,01-2013_clean.csv,
SANTA CLARA COUNTY,GILROY PD,59.0,7,14,80,2013,Jan,01-2013_clean.csv,
SANTA CLARA COUNTY,LOS ALTOS PD,30.0,4,8,42,2013,Jan,01-2013_clean.csv,
SANTA CLARA COUNTY,LOS GATOS PD,38.0,8,7,53,2013,Jan,01-2013_clean.csv,
SANTA CLARA COUNTY,MILPITAS PD,75.0,5,15,95,2013,Jan,01-2013_clean.csv,
SANTA CLARA COUNTY,MORGAN HILL PD,36.0,5,8,49,2013,Jan,01-2013_clean.csv,
SANTA CLARA COUNTY,MOUNTAIN VIEW EMERG COMM,0.0,0,18,18,2013,Jan,01-2013_clean.csv,
SANTA CLARA COUNTY,MOUNTAIN VIEW PD,95.0,16,0,111,2013,Jan,01-2013_clean.csv,
SANTA CLARA COUNTY,PALO ALTO PD,79.0,11,28,118,2013,Jan,01-2013_clean.csv,
SANTA CLARA COUNTY,SAN JOSE PD,1045.0,81,132,1258,2013,Jan,01-2013_clean.csv,
SANTA CLARA COUNTY,SAN JOSE UNIF SCHL DIST PD,1.0,0,0,1,2013,Jan,01-2013_clean.csv,
